Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,JD_prcp  ,JD_snow  ,Month  ,State_id  ,Year  ,CPRC (in),CPRS (in),CSNW (in),PRCP (in),PRCP_flag  ,SNOW (in),SNOW_flag  ,SNWD (in),SNWD_flag  ,Season_prcp  ,Season_snow  ,TAVE (F),TMAX (F),TMAX_flag  ,TMIN (F),TMIN_flag   
10,130,222,283,5,'305801',2013,14.75,24.28,26.1,0.01,'  W',0,'  W',0,'  W','2012-13','2012-13',69,79,'  W',59,'  W' 
11,131,223,284,5,'305801',2013,15.84,25.37,26.1,1.09,'  W',0,'  W',0,'  W','2012-13','2012-13',66,70,'  W',61,'  W' 
12,132,224,285,5,'305801',2013,15.84,25.37,26.1,0,'T W',0,'  W',0,'  W','2012-13','2012-13',61,70,'  W',51,'  W' 
13,133,225,286,5,'305801',2013,15.84,25.37,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',52,58,'  W',45,'  W' 
14,134,226,287,5,'305801',2013,15.84,25.37,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',52,61,'  W',42,'  W' 
15,135,227,288,5,'305801',2013,15.84,25.37,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',61,69,'  W',52,'  W' 
16,136,228,289,5,'305801',2013,15.84,25.37,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',71,79,'  W',62,'  W' 
17,137,229,290,5,'305801',2013,15.84,25.37,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',65,72,'  W',58,'  W' 
18,138,230,291,5,'305801',2013,15.85,25.38,26.1,0.01,'  W',0,'  W',0,'  W','2012-13','2012-13',61,65,'  W',56,'  W' 
19,139,231,292,5,'305801',2013,16.45,25.98,26.1,0.6,'  W',0,'  W',0,'  W','2012-13','2012-13',57,59,'  W',55,'  W' 
20,140,232,293,5,'305801',2013,16.45,25.98,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',69,79,'  W',58,'  W' 
21,141,233,294,5,'305801',2013,16.45,25.98,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',77,86,'  W',68,'  W' 
22,142,234,295,5,'305801',2013,16.45,25.98,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',69,78,'  W',59,'  W' 
23,143,235,296,5,'305801',2013,18.26,27.79,26.1,1.81,'  W',0,'  W',0,'  W','2012-13','2012-13',72,80,'  W',64,'  W' 
24,144,236,297,5,'305801',2013,18.56,28.09,26.1,0.3,'  W',0,'  W',0,'  W','2012-13','2012-13',55,65,'  W',45,'  W' 
25,145,237,298,5,'305801',2013,18.7,28.23,26.1,0.14,'  W',0,'  W',0,'  W','2012-13','2012-13',50,54,'  W',45,'  W' 
26,146,238,299,5,'305801',2013,18.7,28.23,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',57,66,'  W',48,'  W' 
27,147,239,300,5,'305801',2013,18.7,28.23,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',62,73,'  W',51,'  W' 
28,148,240,301,5,'305801',2013,19.22,28.75,26.1,0.52,'  W',0,'  W',0,'  W','2012-13','2012-13',62,68,'  W',56,'  W' 
29,149,241,302,5,'305801',2013,19.22,28.75,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',70,82,'  W',58,'  W' 
30,150,242,303,5,'305801',2013,19.22,28.75,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',81,90,'  W',72,'  W' 
31,151,243,304,5,'305801',2013,19.22,28.75,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',83,90,'  W',75,'  W' 
1,152,244,305,6,'305801',2013,19.22,28.75,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',82,90,'  W',73,'  W' 
2,153,245,306,6,'305801',2013,20.07,29.6,26.1,0.85,'  W',0,'  W',0,'  W','2012-13','2012-13',79,88,'  W',69,'  W' 
3,154,246,307,6,'305801',2013,20.94,30.47,26.1,0.87,'  W',0,'  W',0,'  W','2012-13','2012-13',72,78,'  W',66,'  W' 
4,155,247,308,6,'305801',2013,20.94,30.47,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',66,75,'  W',57,'  W' 
5,156,248,309,6,'305801',2013,20.94,30.47,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',66,74,'  W',58,'  W' 
6,157,249,310,6,'305801',2013,21.07,30.6,26.1,0.13,'  W',0,'  W',0,'  W','2012-13','2012-13',65,70,'  W',59,'  W' 
7,158,250,311,6,'305801',2013,25.23,34.76,26.1,4.16,'  W',0,'  W',0,'  W','2012-13','2012-13',61,63,'  W',59,'  W' 
8,159,251,312,6,'305801',2013,25.71,35.24,26.1,0.48,'  W',0,'  W',0,'  W','2012-13','2012-13',67,77,'  W',57,'  W' 
9,160,252,313,6,'305801',2013,25.71,35.24,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',72,80,'  W',63,'  W' 
10,161,253,314,6,'305801',2013,27.09,36.62,26.1,1.38,'  W',0,'  W',0,'  W','2012-13','2012-13',66,70,'  W',62,'  W' 
11,162,254,315,6,'305801',2013,27.18,36.71,26.1,0.09,'  W',0,'  W',0,'  W','2012-13','2012-13',72,80,'  W',64,'  W' 
12,163,255,316,6,'305801',2013,27.18,36.71,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',71,76,'  W',65,'  W' 
13,164,256,317,6,'305801',2013,28.44,37.97,26.1,1.26,'  W',0,'  W',0,'  W','2012-13','2012-13',62,69,'  W',55,'  W' 
14,165,257,318,6,'305801',2013,28.82,38.35,26.1,0.38,'  W',0,'  W',0,'  W','2012-13','2012-13',63,72,'  W',53,'  W' 
15,166,258,319,6,'305801',2013,28.82,38.35,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',71,80,'  W',61,'  W' 
16,167,259,320,6,'305801',2013,28.82,38.35,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',73,80,'  W',65,'  W' 
17,168,260,321,6,'305801',2013,28.83,38.36,26.1,0.01,'  W',0,'  W',0,'  W','2012-13','2012-13',77,84,'  W',69,'  W' 
18,169,261,322,6,'305801',2013,29.03,38.56,26.1,0.2,'  W',0,'  W',0,'  W','2012-13','2012-13',74,84,'  W',64,'  W' 
19,170,262,323,6,'305801',2013,29.03,38.56,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',68,77,'  W',59,'  W' 
20,171,263,324,6,'305801',2013,29.03,38.56,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',71,80,'  W',62,'  W' 
21,172,264,325,6,'305801',2013,29.03,38.56,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',73,82,'  W',64,'  W' 
22,173,265,326,6,'305801',2013,29.03,38.56,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',75,84,'  W',65,'  W' 
23,174,266,327,6,'305801',2013,29.03,38.56,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',79,88,'  W',70,'  W' 
24,175,267,328,6,'305801',2013,29.03,38.56,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',83,92,'  W',74,'  W' 
25,176,268,329,6,'305801',2013,29.03,38.56,26.1,0,'T W',0,'  W',0,'  W','2012-13','2012-13',82,91,'  W',73,'  W' 
26,177,269,330,6,'305801',2013,29.08,38.61,26.1,0.05,'  W',0,'  W',0,'  W','2012-13','2012-13',80,85,'  W',74,'  W' 
27,178,270,331,6,'305801',2013,29.32,38.85,26.1,0.24,'  W',0,'  W',0,'  W','2012-13','2012-13',80,86,'  W',73,'  W' 
28,179,271,332,6,'305801',2013,29.32,38.85,26.1,0,'T W',0,'  W',0,'  W','2012-13','2012-13',79,85,'  W',73,'  W' 
29,180,272,333,6,'305801',2013,29.32,38.85,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',77,83,'  W',71,'  W' 
30,181,273,334,6,'305801',2013,29.32,38.85,26.1,0,'T W',0,'  W',0,'  W','2012-13','2012-13',80,86,'  W',73,'  W' 
1,182,274,335,7,'305801',2013,30.16,39.69,26.1,0.84,'  W',0,'  W',0,'  W','2012-13','2012-13',75,77,'  W',72,'  W' 
2,183,275,336,7,'305801',2013,30.24,39.77,26.1,0.08,'  W',0,'  W',0,'  W','2012-13','2012-13',77,82,'  W',72,'  W' 
3,184,276,337,7,'305801',2013,30.77,40.3,26.1,0.53,'  W',0,'  W',0,'  W','2012-13','2012-13',78,83,'  W',73,'  W' 
4,185,277,338,7,'305801',2013,30.77,40.3,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',81,87,'  W',75,'  W' 
5,186,278,339,7,'305801',2013,30.77,40.3,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',83,90,'  W',76,'  W' 
6,187,279,340,7,'305801',2013,30.77,40.3,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',85,92,'  W',78,'  W' 
7,188,280,341,7,'305801',2013,30.77,40.3,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',85,92,'  W',78,'  W' 
8,189,281,342,7,'305801',2013,30.99,40.52,26.1,0.22,'  W',0,'  W',0,'  W','2012-13','2012-13',81,89,'  W',73,'  W' 
9,190,282,343,7,'305801',2013,31.22,40.75,26.1,0.23,'  W',0,'  W',0,'  W','2012-13','2012-13',81,88,'  W',74,'  W' 
10,191,283,344,7,'305801',2013,31.22,40.75,26.1,0,'T W',0,'  W',0,'  W','2012-13','2012-13',80,85,'  W',75,'  W' 
11,192,284,345,7,'305801',2013,31.22,40.75,26.1,0,'T W',0,'  W',0,'  W','2012-13','2012-13',80,84,'  W',76,'  W' 
12,193,285,346,7,'305801',2013,31.47,41,26.1,0.25,'  W',0,'  W',0,'  W','2012-13','2012-13',73,77,'  W',68,'  W' 
13,194,286,347,7,'305801',2013,31.53,41.06,26.1,0.06,'  W',0,'  W',0,'  W','2012-13','2012-13',74,81,'  W',67,'  W' 
14,195,287,348,7,'305801',2013,31.53,41.06,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',82,90,'  W',74,'  W' 
15,196,288,349,7,'305801',2013,31.53,41.06,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',86,94,'  W',78,'  W' 
16,197,289,350,7,'305801',2013,31.53,41.06,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',86,94,'  W',77,'  W' 
17,198,290,351,7,'305801',2013,31.53,41.06,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',88,97,'  W',79,'  W' 
18,199,291,352,7,'305801',2013,31.53,41.06,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',90,98,'  W',81,'  W' 
19,200,292,353,7,'305801',2013,31.53,41.06,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',90,96,'  W',83,'  W' 
20,201,293,354,7,'305801',2013,31.53,41.06,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',87,93,'  W',81,'  W' 
21,202,294,355,7,'305801',2013,31.53,41.06,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',83,89,'  W',76,'  W' 
22,203,295,356,7,'305801',2013,31.59,41.12,26.1,0.06,'  W',0,'  W',0,'  W','2012-13','2012-13',81,86,'  W',75,'  W' 
23,204,296,357,7,'305801',2013,31.9,41.43,26.1,0.31,'  W',0,'  W',0,'  W','2012-13','2012-13',80,87,'  W',73,'  W' 
24,205,297,358,7,'305801',2013,31.9,41.43,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',76,83,'  W',68,'  W' 
25,206,298,359,7,'305801',2013,31.91,41.44,26.1,0.01,'  W',0,'  W',0,'  W','2012-13','2012-13',66,68,'  W',64,'  W' 
26,207,299,360,7,'305801',2013,31.91,41.44,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',74,83,'  W',65,'  W' 
27,208,300,361,7,'305801',2013,31.91,41.44,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',76,82,'  W',70,'  W' 
28,209,301,362,7,'305801',2013,32.15,41.68,26.1,0.24,'  W',0,'  W',0,'  W','2012-13','2012-13',74,78,'  W',70,'  W' 
29,210,302,363,7,'305801',2013,32.16,41.69,26.1,0.01,'  W',0,'  W',0,'  W','2012-13','2012-13',77,85,'  W',69,'  W' 
30,211,303,364,7,'305801',2013,32.16,41.69,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',75,83,'  W',67,'  W' 
31,212,304,365,7,'305801',2013,32.16,41.69,26.1,0,'  W',0,'  W',0,'  W','2012-13','2012-13',75,83,'  W',67,'  W' 
1,213,305,1,8,'305801',2013,32.81,42.34,0,0.65,'  W',0,'  W',0,'  W','2012-13','2013-14',71,76,'  W',66,'  W' 
2,214,306,2,8,'305801',2013,32.81,42.34,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',75,83,'  W',67,'  W' 
3,215,307,3,8,'305801',2013,32.87,42.4,0,0.06,'  W',0,'  W',0,'  W','2012-13','2013-14',73,78,'  W',68,'  W' 
4,216,308,4,8,'305801',2013,32.87,42.4,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',73,80,'  W',66,'  W' 
5,217,309,5,8,'305801',2013,32.87,42.4,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',70,78,'  W',62,'  W' 
6,218,310,6,8,'305801',2013,32.87,42.4,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',73,82,'  W',64,'  W' 
7,219,311,7,8,'305801',2013,32.87,42.4,0,0,'T W',0,'  W',0,'  W','2012-13','2013-14',75,80,'  W',70,'  W' 
8,220,312,8,8,'305801',2013,33.33,42.86,0,0.46,'  W',0,'  W',0,'  W','2012-13','2013-14',76,81,'  W',70,'  W' 
9,221,313,9,8,'305801',2013,33.38,42.91,0,0.05,'  W',0,'  W',0,'  W','2012-13','2013-14',80,85,'  W',74,'  W' 
10,222,314,10,8,'305801',2013,33.38,42.91,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',77,83,'  W',70,'  W' 
11,223,315,11,8,'305801',2013,33.38,42.91,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',73,81,'  W',65,'  W' 
12,224,316,12,8,'305801',2013,33.43,42.96,0,0.05,'  W',0,'  W',0,'  W','2012-13','2013-14',76,82,'  W',70,'  W' 
13,225,317,13,8,'305801',2013,34.28,43.81,0,0.85,'  W',0,'  W',0,'  W','2012-13','2013-14',73,77,'  W',68,'  W' 
14,226,318,14,8,'305801',2013,34.28,43.81,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',68,74,'  W',61,'  W' 
15,227,319,15,8,'305801',2013,34.28,43.81,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',69,78,'  W',59,'  W' 
16,228,320,16,8,'305801',2013,34.28,43.81,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',73,82,'  W',64,'  W' 
17,229,321,17,8,'305801',2013,34.28,43.81,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',74,84,'  W',64,'  W' 
18,230,322,18,8,'305801',2013,34.28,43.81,0,0,'T W',0,'  W',0,'  W','2012-13','2013-14',72,76,'  W',68,'  W' 
19,231,323,19,8,'305801',2013,34.28,43.81,0,0,'T W',0,'  W',0,'  W','2012-13','2013-14',73,79,'  W',66,'  W' 
20,232,324,20,8,'305801',2013,34.28,43.81,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',78,88,'  W',68,'  W' 
21,233,325,21,8,'305801',2013,34.28,43.81,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',81,90,'  W',72,'  W' 
22,234,326,22,8,'305801',2013,34.53,44.06,0,0.25,'  W',0,'  W',0,'  W','2012-13','2013-14',75,78,'  W',71,'  W' 
23,235,327,23,8,'305801',2013,34.53,44.06,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',77,82,'  W',71,'  W' 
24,236,328,24,8,'305801',2013,34.53,44.06,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',73,80,'  W',65,'  W' 
25,237,329,25,8,'305801',2013,34.53,44.06,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',74,83,'  W',64,'  W' 
26,238,330,26,8,'305801',2013,34.57,44.1,0,0.04,'  W',0,'  W',0,'  W','2012-13','2013-14',76,84,'  W',68,'  W' 
27,239,331,27,8,'305801',2013,34.58,44.11,0,0.01,'  W',0,'  W',0,'  W','2012-13','2013-14',79,87,'  W',71,'  W' 
28,240,332,28,8,'305801',2013,35.01,44.54,0,0.43,'  W',0,'  W',0,'  W','2012-13','2013-14',79,86,'  W',71,'  W' 
29,241,333,29,8,'305801',2013,35.01,44.54,0,0,'T W',0,'  W',0,'  W','2012-13','2013-14',76,80,'  W',71,'  W' 
30,242,334,30,8,'305801',2013,35.01,44.54,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',78,85,'  W',70,'  W' 
31,243,335,31,8,'305801',2013,35.01,44.54,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',80,86,'  W',73,'  W' 
1,244,336,32,9,'305801',2013,35.01,44.54,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',80,84,'  W',75,'  W' 
2,245,337,33,9,'305801',2013,35.06,44.59,0,0.05,'  W',0,'  W',0,'  W','2012-13','2013-14',78,82,'  W',74,'  W' 
3,246,338,34,9,'305801',2013,35.09,44.62,0,0.03,'  W',0,'  W',0,'  W','2012-13','2013-14',75,82,'  W',68,'  W' 
4,247,339,35,9,'305801',2013,35.09,44.62,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',74,82,'  W',65,'  W' 
5,248,340,36,9,'305801',2013,35.09,44.62,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',72,80,'  W',64,'  W' 
6,249,341,37,9,'305801',2013,35.09,44.62,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',65,72,'  W',57,'  W' 
7,250,342,38,9,'305801',2013,35.09,44.62,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',70,80,'  W',59,'  W' 
8,251,343,39,9,'305801',2013,35.09,44.62,0,0,'T W',0,'  W',0,'  W','2012-13','2013-14',74,83,'  W',64,'  W' 
9,252,344,40,9,'305801',2013,35.09,44.62,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',65,73,'  W',57,'  W' 
10,253,345,41,9,'305801',2013,35.1,44.63,0,0.01,'  W',0,'  W',0,'  W','2012-13','2013-14',78,87,'  W',68,'  W' 
11,254,346,42,9,'305801',2013,35.1,44.63,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',87,96,'  W',77,'  W' 
12,255,347,43,9,'305801',2013,36.7,46.23,0,1.6,'  W',0,'  W',0,'  W','2012-13','2013-14',79,87,'  W',70,'  W' 
13,256,348,44,9,'305801',2013,36.76,46.29,0,0.06,'  W',0,'  W',0,'  W','2012-13','2013-14',68,77,'  W',59,'  W' 
14,257,349,45,9,'305801',2013,36.76,46.29,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',61,67,'  W',54,'  W' 
15,258,350,46,9,'305801',2013,36.76,46.29,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',62,73,'  W',51,'  W' 
16,259,351,47,9,'305801',2013,36.79,46.32,0,0.03,'  W',0,'  W',0,'  W','2012-13','2013-14',65,73,'  W',56,'  W' 
17,260,352,48,9,'305801',2013,36.79,46.32,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',58,65,'  W',50,'  W' 
18,261,353,49,9,'305801',2013,36.79,46.32,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',62,72,'  W',51,'  W' 
19,262,354,50,9,'305801',2013,36.79,46.32,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',67,78,'  W',55,'  W' 
20,263,355,51,9,'305801',2013,36.79,46.32,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',70,79,'  W',60,'  W' 
21,264,356,52,9,'305801',2013,37.51,47.04,0,0.72,'  W',0,'  W',0,'  W','2012-13','2013-14',69,77,'  W',61,'  W' 
22,265,357,53,9,'305801',2013,37.96,47.49,0,0.45,'  W',0,'  W',0,'  W','2012-13','2013-14',62,69,'  W',54,'  W' 
23,266,358,54,9,'305801',2013,37.96,47.49,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',58,66,'  W',50,'  W' 
24,267,359,55,9,'305801',2013,37.96,47.49,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',60,73,'  W',47,'  W' 
25,268,360,56,9,'305801',2013,37.96,47.49,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',63,73,'  W',52,'  W' 
26,269,361,57,9,'305801',2013,37.96,47.49,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',65,71,'  W',58,'  W' 
27,270,362,58,9,'305801',2013,37.96,47.49,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',63,69,'  W',57,'  W' 
28,271,363,59,9,'305801',2013,37.96,47.49,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',65,73,'  W',56,'  W' 
29,272,364,60,9,'305801',2013,37.96,47.49,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',65,72,'  W',57,'  W' 
30,273,365,61,9,'305801',2013,37.96,47.49,0,0,'  W',0,'  W',0,'  W','2012-13','2013-14',66,75,'  W',56,'  W' 
1,274,1,62,10,'305801',2013,37.96,0,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',71,82,'  W',59,'  W' 
2,275,2,63,10,'305801',2013,37.96,0,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',74,83,'  W',64,'  W' 
3,276,3,64,10,'305801',2013,37.96,0,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',71,78,'  W',63,'  W' 
4,277,4,65,10,'305801',2013,37.96,0,0,0,'T W',0,'  W',0,'  W','2013-14','2013-14',76,86,'  W',66,'  W' 
5,278,5,66,10,'305801',2013,37.96,0,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',70,76,'  W',64,'  W' 
6,279,6,67,10,'305801',2013,37.96,0,0,0,'T W',0,'  W',0,'  W','2013-14','2013-14',68,70,'  W',65,'  W' 
7,280,7,68,10,'305801',2013,38.21,0.25,0,0.25,'  W',0,'  W',0,'  W','2013-14','2013-14',68,76,'  W',60,'  W' 
8,281,8,69,10,'305801',2013,38.21,0.25,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',61,67,'  W',54,'  W' 
9,282,9,70,10,'305801',2013,38.21,0.25,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',58,62,'  W',53,'  W' 
10,283,10,71,10,'305801',2013,38.21,0.25,0,0,'T W',0,'  W',0,'  W','2013-14','2013-14',60,65,'  W',54,'  W' 
11,284,11,72,10,'305801',2013,38.23,0.27,0,0.02,'  W',0,'  W',0,'  W','2013-14','2013-14',64,68,'  W',60,'  W' 
12,285,12,73,10,'305801',2013,38.23,0.27,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',66,72,'  W',60,'  W' 
13,286,13,74,10,'305801',2013,38.23,0.27,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',61,65,'  W',56,'  W' 
14,287,14,75,10,'305801',2013,38.23,0.27,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',59,66,'  W',52,'  W' 
15,288,15,76,10,'305801',2013,38.23,0.27,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',63,72,'  W',53,'  W' 
16,289,16,77,10,'305801',2013,38.23,0.27,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',62,67,'  W',56,'  W' 
17,290,17,78,10,'305801',2013,38.25,0.29,0,0.02,'  W',0,'  W',0,'  W','2013-14','2013-14',67,73,'  W',61,'  W' 
18,291,18,79,10,'305801',2013,38.25,0.29,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',62,68,'  W',55,'  W' 
19,292,19,80,10,'305801',2013,38.26,0.3,0,0.01,'  W',0,'  W',0,'  W','2013-14','2013-14',58,64,'  W',52,'  W' 
20,293,20,81,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',57,63,'  W',50,'  W' 
21,294,21,82,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',58,66,'  W',50,'  W' 
22,295,22,83,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',59,67,'  W',51,'  W' 
23,296,23,84,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',50,55,'  W',45,'  W' 
24,297,24,85,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',48,54,'  W',41,'  W' 
25,298,25,86,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',47,53,'  W',40,'  W' 
26,299,26,87,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',48,55,'  W',41,'  W' 
27,300,27,88,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',52,58,'  W',46,'  W' 
28,301,28,89,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',52,61,'  W',43,'  W' 
29,302,29,90,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',50,56,'  W',44,'  W' 
30,303,30,91,10,'305801',2013,38.26,0.3,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',54,60,'  W',47,'  W' 
31,304,31,92,10,'305801',2013,38.32,0.36,0,0.06,'  W',0,'  W',0,'  W','2013-14','2013-14',60,66,'  W',53,'  W' 
1,305,32,93,11,'305801',2013,38.45,0.49,0,0.13,'  W',0,'  W',0,'  W','2013-14','2013-14',65,70,'  W',59,'  W' 
2,306,33,94,11,'305801',2013,38.45,0.49,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',62,68,'  W',55,'  W' 
3,307,34,95,11,'305801',2013,38.45,0.49,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',46,55,'  W',37,'  W' 
4,308,35,96,11,'305801',2013,38.45,0.49,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',41,46,'  W',35,'  W' 
5,309,36,97,11,'305801',2013,38.45,0.49,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',48,55,'  W',41,'  W' 
6,310,37,98,11,'305801',2013,38.45,0.49,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',55,61,'  W',49,'  W' 
7,311,38,99,11,'305801',2013,38.58,0.62,0,0.13,'  W',0,'  W',0,'  W','2013-14','2013-14',54,64,'  W',44,'  W' 
8,312,39,100,11,'305801',2013,38.58,0.62,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',45,50,'  W',40,'  W' 
9,313,40,101,11,'305801',2013,38.58,0.62,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',44,50,'  W',38,'  W' 
10,314,41,102,11,'305801',2013,38.58,0.62,0,0,'T W',0,'  W',0,'  W','2013-14','2013-14',53,61,'  W',44,'  W' 
11,315,42,103,11,'305801',2013,38.58,0.62,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',48,53,'  W',43,'  W' 
12,316,43,104,11,'305801',2013,38.61,0.65,0,0.03,'  W',0,'T W',0,'  W','2013-14','2013-14',42,52,'  W',31,'  W' 
13,317,44,105,11,'305801',2013,38.61,0.65,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',34,39,'  W',29,'  W' 
14,318,45,106,11,'305801',2013,38.61,0.65,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',43,52,'  W',33,'  W' 
15,319,46,107,11,'305801',2013,38.61,0.65,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',51,57,'  W',44,'  W' 
